x,y,token
49.769215,-18.754036,She
53.136147,39.473087,18
36.834225,-49.603844,has
56.045853,17.785156,In
39.980747,-33.666546,heard
47.205425,15.393337,To
54.498634,14.607356,They
12.196773,-57.733276,those
54.57611,2.0235934,take
-14.346094,-72.460335,off
-7.2792163,-67.8088,place
35.879364,-39.96773,without
55.565018,-0.46857807,put
53.12903,39.46053,19
-13.194374,-64.39807,earth
12.078367,-68.35764,many
53.089878,39.403454,17
39.108826,-42.20027,though
-12.733902,-72.49362,through
26.567556,-55.22481,name
27.213604,-54.21455,heart
53.091896,39.407097,20
48.28956,-40.822937,nor
-7.7937527,-74.46739,where
39.79472,-39.240887,too
15.535541,-47.56984,most
55.420654,19.683548,A
52.96008,19.859385,So
53.082565,39.39739,21
-23.511787,-63.186394,head
42.180115,-42.88862,here
53.154617,39.49777,22
-23.655588,-63.331177,eyes
53.468864,18.455599,That
28.585114,-53.274876,life
38.27747,-44.385754,whom
45.38184,-40.258705,nothing
42.49963,-32.137386,thought
-9.614387,-72.52188,among
38.94142,-34.45537,done
1.9011664,-67.82916,last
-13.832943,-64.99177,sea
32.726234,-49.77098,word
53.07025,39.375076,23
11.092188,-51.097538,still
52.94011,18.147867,If
47.15839,-27.975426,saith
2.400298,-68.45365,same
53.04669,19.194359,Now
-23.587635,-63.26815,face
14.206499,-45.991867,its
10.231447,-71.293884,days
9.845941,-62.187477,found
41.09164,-47.939552,voice
10.902353,-63.729813,took
-32.097458,-53.365963,brought
31.547594,-53.536556,world
46.748436,-22.02446,just
10.50159,-55.02084,another
53.0085,39.284466,24
55.4282,20.187603,This
18.154884,-60.198475,sons
52.753937,19.766605,As
9.460253,-72.331825,three
16.415138,61.070488,hast
-13.54065,-72.5584,forth
-0.18783173,-69.687775,night
-12.12031,-67.05999,side
49.33262,7.6687503,therefore
-31.211586,-51.858368,set
55.74447,20.81271,There
-12.571917,-72.142204,round
11.329858,-69.63596,young
48.869694,-31.31287,called
50.24821,-16.343548,Miss
24.913937,-56.30206,mother
40.75089,24.602371,David
52.936695,5.1700044,hear
46.766956,-27.786608,cried
-14.488841,-72.76196,back
10.163573,-59.90305,seemed
52.766674,38.930965,25
56.27871,17.680464,Of
-0.09022464,-69.58888,pass
-11.231862,-73.04873,under
41.731113,-42.885033,right
29.814415,-51.258957,love
53.52364,5.607039,tell
-7.718576,-74.48775,while
52.845356,39.046032,26
26.925512,-53.125153,words
52.967697,19.928106,When
56.029224,-1.7682025,look
40.172417,-39.3131,quite
-16.780277,-73.29127,soon
59.033092,-17.151888,thine
-8.623451,-67.6666,city
9.963145,-71.8691,years
9.8139,-62.107876,left
-23.12461,-62.92387,hands
9.563516,-56.185673,both
40.755478,-39.785427,always
-29.755436,-55.65781,looked
40.61158,24.233345,Jesus
48.272465,-40.805286,neither
50.54194,14.11581,Oh
49.8843,-18.478743,herself
59.006786,-17.083895,mine
52.760788,38.921146,27
14.33008,-59.58082,together
-32.130478,-53.51552,sent
13.36049,-48.235672,whole
54.73105,1.5028815,bring
31.06297,-40.298576,woman
38.929474,-33.96176,seen
50.62555,14.129417,No
41.30373,-39.834343,.--
-15.410627,-66.46011,thereof
-13.379652,-69.11054,whale
54.43594,14.581225,We
53.07202,5.3031435,speak
-29.81873,-55.56896,stood
-7.8026547,-74.46729,till
10.942122,-63.726845,gave
-14.243161,-65.86534,high
27.188217,-54.202957,soul
40.950172,-37.4413,sure
52.858868,39.065083,28
-32.461838,-50.451653,far
53.386383,15.784866,My
45.09799,-39.22594,something
18.82058,-53.75828,work
-15.168486,-65.23264,fire
-0.47581458,-68.78774,end
-4.3632545,-62.91603,half
49.68881,-18.319548,Emma
-0.09701344,-69.56708,morning
40.705082,24.43282,Moses
0.025777945,-65.90768,once
53.859764,17.792816,How
29.920841,-53.92865,death
38.1094,-35.95355,given
36.5156,-2.2642632,behold
6.82098,-55.54042,part
53.055256,2.2072852,eat
13.800668,-52.97637,better
53.965466,23.990644,Thou
17.038656,-62.215195,Jerusalem
17.319136,-61.791107,Judah
18.752316,-54.120144,according
26.031355,-31.614439,poor
46.80404,-27.903175,answered
52.822945,39.012177,29
30.41158,-53.58246,evil
-15.488634,-65.5317,water
45.211376,-32.232525,cannot
-4.8383713,-58.550106,full
40.371765,-38.921585,enough
14.062813,-53.180668,rather
52.233475,-22.360624,His
40.6864,-21.009718,thus
45.713608,-28.417324,told
57.28389,-17.980274,myself
-24.641157,-56.03369,going
12.904734,-56.54064,themselves
46.74482,14.67118,Let
9.347431,-72.48855,hundred
-2.7183733,-61.89322,offering
-14.851503,-64.13953,light
56.54151,17.724884,With
-12.770056,-68.12469,door
41.02559,-39.774258,indeed
-1.5633212,-68.04949,moment
19.850252,-51.585575,body
-29.049189,-54.891068,began
9.388563,-72.39799,thousand
24.965668,-56.2262,brother
20.822252,-50.175076,mind
4.963062,-64.24119,rest
-9.976855,-72.63123,between
41.47264,-3.0363488,!--
11.015321,-56.336617,each
42.30257,-31.818607,knew
55.25039,16.403088,All
27.991919,-52.040325,sight
52.642666,38.747074,30
-13.324612,-64.38251,heaven
41.41795,-43.32667,dead
52.298,-22.440964,whose
52.65547,38.766052,31
10.6763315,-51.21441,almost
-29.911781,-54.276035,turned
-13.166029,-68.53288,ship
53.742107,3.518094,find
-12.866972,-68.36624,room
24.928585,-56.35732,wife
29.919086,-53.00065,law
28.26536,-54.36511,blood
53.334938,18.033585,Why
24.558054,-54.99089,friend
41.14042,25.291304,priest
-32.892834,-51.682915,gone
44.207485,12.158528,don
19.624092,-48.361534,having
49.652214,-18.311972,Elinor
54.740345,1.0893892,get
53.797474,2.7839742,keep
0.7010288,-65.922935,home
47.20895,-5.6146784,ll
-13.716365,-60.449623,new
52.741814,7.1998053,hope
-18.862816,-64.98964,white
10.305398,-70.8159,few
40.9896,-39.753407,really
52.42893,38.435078,32
43.257927,-27.363247,spake
50.040752,11.6936245,dear
-17.827927,-66.60879,gold
53.63613,17.896067,Who
52.86406,6.828152,believe
-32.85555,-51.772152,taken
26.318201,-54.828934,Father
53.80904,-0.49549985,stand
45.451492,-40.280483,none
-8.618226,-67.985275,Egypt
49.57429,-18.257069,Marianne
16.311325,60.817455,art
52.801567,19.05348,Behold
-24.003714,-62.866787,mouth
52.684822,4.734757,call
50.004646,6.3175664,fear
38.735973,-34.292183,known
-23.2983,-62.167038,sword
2.0009382,-70.712265,year
-22.648943,-63.207157,feet
42.307224,-31.916468,felt
9.379586,-72.318954,four
-15.060805,-64.21103,air
26.134285,-55.125214,servant
52.477566,38.503906,33
10.547445,-48.48624,strong
46.238903,-19.400152,Ahab
2.5619717,-67.29548,present
-14.2752075,-74.00339,near
31.695786,-52.937016,Christ
24.879993,-56.23355,sister
45.97552,-28.01292,asked
18.208904,-47.50015,sort
51.14026,20.222538,Thus
30.528982,-52.04175,peace
40.020145,-40.422512,however
22.194595,-56.7767,servants
50.516014,14.149664,Well
-10.36962,-72.96689,within
29.220367,-52.750378,power
35.33215,-42.841564,best
-32.736164,-52.88858,cast
44.577957,-30.95754,does
22.268866,-56.828167,fathers
-25.40064,-57.40254,looking
22.191343,-56.768406,brethren
52.391224,11.26094,why
9.407869,-72.31703,five
49.59172,-18.225548,Anne
49.81018,-16.257534,Captain
-18.399368,-62.61637,small
-29.825397,-55.48905,sat
24.929012,-56.400173,daughter
52.062084,6.8635216,mean
52.348774,38.31219,34
46.350124,-19.908682,Turnbull
49.81806,-16.098816,Sir
42.74614,-40.0125,else
-17.350748,-61.002655,open
51.63566,5.262712,want
47.163574,-38.036938,whether
26.970058,-30.785582,happy
53.176804,1.1423836,live
9.370131,-72.16262,seven
54.38308,0.058456246,turn
-32.837914,-52.869747,cut
52.69179,0.8547816,return
2.3553674,-69.40357,next
43.685146,-3.071744,",'"
-29.835478,-55.46663,fell
31.096064,-39.994583,child
14.096069,-50.406895,holy
-14.855769,-64.36691,sun
-14.185336,-62.465565,above
-7.6624455,-61.410877,cities
51.580723,16.357347,At
46.340424,-19.855598,Syme
16.509222,-47.514538,certain
2.2557666,-66.904305,least
31.250263,-53.028206,glory
50.475082,14.101823,Yes
28.218138,-54.068336,flesh
-13.49745,-66.96951,ground
-24.524261,-55.981678,coming
19.093052,-47.727028,manner
51.894196,1.0999552,hold
49.707317,-17.915146,Harriet
30.284399,-53.18264,truth
28.039185,-51.924404,spirit
33.198097,-51.995598,King
-29.850727,-54.650097,passed
40.694225,-40.405823,perhaps
50.011547,11.92924,sir
51.288174,18.336905,Not
30.345436,-49.9307,cause
29.58809,-52.1662,sin
40.861134,-37.33743,afraid
52.6052,7.1522098,wish
53.339428,2.804947,leave
-32.941086,-49.014835,got
20.604149,-44.159744,matter
38.2079,-33.335186,since
53.561382,-0.5454305,walk
-0.0302179,-69.403275,evening
43.188553,-2.8158617,"--"""
40.95525,-32.529533,commanded
-23.675955,-62.832108,eye
55.837337,17.725521,By
55.367916,-1.4482615,lay
52.917755,19.061626,Therefore
46.7708,-27.83083,replied
-7.9049435,-74.43434,until
31.25067,-39.877422,boy
49.812477,-15.305923,John
53.889065,-0.57530147,fall
21.007029,-49.81076,family
52.138885,37.998814,36
41.763554,-42.925205,alone
12.891866,-56.580673,others
47.311306,-5.2754817,m
18.331928,-47.402237,kind
13.6859045,-52.88354,less
41.913364,-39.90348,true
53.171745,1.203405,die
46.16597,16.839382,Is
53.32396,4.36537,answer
51.999138,37.796394,35
-12.20641,-72.57987,behind
-12.235116,-72.56187,towards
9.347044,-72.147545,twenty
10.079514,-70.802345,times
50.366375,16.623545,)
-11.663742,-72.63841,toward
-15.809159,-65.70572,tree
-0.47819325,-68.76227,hour
-3.814113,-61.350674,bread
-3.9204512,-61.48225,drink
-0.07788039,-43.833755,Heaven
9.381125,-72.21159,ten
-18.818739,-64.92204,black
-10.653568,-65.801796,midst
55.22775,16.145641,These
-12.688579,-72.50069,along
-13.781409,-64.63558,waters
-17.813688,-66.576645,silver
51.505196,8.976933,pray
-8.077308,-66.76283,war
17.62349,-51.45619,money
55.3909,19.737368,One
50.319244,-14.00363,Weston
52.929775,2.6356273,bear
46.550594,15.413636,Do
2.3360667,-69.534775,second
9.784616,-62.04527,kept
22.525381,-55.53188,friends
40.41182,24.841341,Saul
16.886536,-60.537994,priests
-18.33519,-62.873966,large
49.73815,-16.11883,Lady
51.697803,4.717937,feel
46.32486,-19.886208,MacIan
9.196585,-47.122036,mighty
21.729998,-47.136585,reason
29.01486,-49.99999,joy
14.067254,-47.57117,living
51.39325,23.683952,Come
51.867905,37.60718,37
30.872087,-54.1249,wicked
20.770098,-45.386105,course
-4.065167,-59.839733,fine
-12.217732,-65.067406,field
56.597275,17.836458,From
52.712112,6.354399,understand
53.16686,3.9865887,help
38.7413,-34.53192,spoken
19.850319,-51.42464,person
18.311556,-49.02156,pleasure
28.184275,-31.930567,often
51.420135,18.85247,Or
-29.223246,-54.698193,returned
-10.452185,-66.00007,garden
42.480293,-35.43189,ready
52.28829,6.5524583,haue
53.253834,5.490997,ask
-7.7190213,-67.31434,country
-10.556284,-67.83822,altar
53.28132,-0.24971984,dwell
-2.6811097,-61.928295,burnt
42.559208,-35.160427,able
-15.20208,-64.12952,dark
46.493855,-20.112452,Alice
-32.82156,-51.643066,broken
-13.0919075,-68.30931,boat
38.70907,-34.801544,written
9.586806,-51.490807,short
14.278483,-57.254692,nations
53.297283,17.089056,Where
50.308144,-14.058625,Knightley
16.189413,-60.226696,kings
56.585888,17.863058,On
51.74151,37.421085,38
13.039227,-57.882202,women
-23.16496,-61.60875,bed
12.362553,-47.428524,strange
50.296185,-14.133406,Elton
45.12077,-39.185753,anything
43.23461,-31.02253,ought
-13.094581,-67.73054,table
-31.255585,-52.451218,laid
41.890793,-8.74237,}
40.806355,25.31697,Jacob
-4.425728,-58.66097,sweet
-29.76887,-54.736435,ran
28.083828,-52.617107,strength
14.320644,-45.853397,itself
29.70349,-52.869076,faith
-9.887647,-67.81693,congregation
30.545609,-53.132545,judgment
-14.411075,-64.88992,trees
41.500774,-3.030456,?--
21.478031,-44.893085,business
-11.7481985,-66.98681,gate
16.852787,-60.517017,chief
52.256878,-22.363958,Her
-29.781925,-54.66546,walked
40.453026,-32.8654,received
54.335377,2.1467044,send
51.57583,1.9281032,meet
52.58892,18.627254,Yet
47.184414,-19.124641,Brown
33.134872,-52.12476,Son
31.41649,-53.13045,kingdom
51.67454,37.323917,40
40.91277,-37.469074,glad
22.547646,-43.64004,book
27.08399,-52.61674,works
25.879278,-31.464449,wise
47.039143,-38.154884,either
37.50687,30.171646,Ham
-22.299795,-63.449417,hair
40.739567,-39.911118,certainly
14.916209,-27.343632,",)"
40.895832,25.31132,Aaron
-13.132577,-67.090836,wall
21.599789,-46.77595,doubt
52.412716,6.44355,remember
42.409073,-1.2668394,;--
-18.667381,-64.92769,red
-27.963806,-53.13578,opened
9.305757,-71.96052,six
29.784966,-51.574196,honour
38.24047,-33.405712,lost
-26.356085,-55.073994,suddenly
42.736057,-1.742302,",--"
52.506386,7.218351,suppose
29.52098,-52.572163,knowledge
-23.299728,-62.511127,arm
41.66033,-2.6226194,.'
53.3814,18.196268,Which
-3.7888036,-61.17627,meat
52.090374,17.076475,Here
51.705875,37.369102,39
51.974915,3.893287,talk
41.656147,-2.793602,!'
51.835644,18.019365,Nor
55.199757,2.9456992,offer
2.0317607,-70.60992,month
27.812336,-28.843117,hard
18.591057,-48.706722,deal
29.132385,-49.468292,praise
-10.094167,-67.58906,tabernacle
-10.567419,-57.989918,fruit
6.5844684,-55.534744,point
26.207731,-51.94465,seed
-15.899041,-65.668,wood
51.927807,3.7550328,seek
31.06091,-40.242897,lady
43.78032,-19.575794,immediately
-8.224061,-63.010345,sound
-14.93673,-64.755196,wind
35.4851,-39.417946,making
30.580608,-52.255203,mercy
41.60473,-10.814419,.)
-2.1313014,-67.54235,silence
-13.109115,-67.111176,top
51.429134,36.95798,41
40.180347,25.007658,Solomon
27.038225,-37.360867,letter
26.739897,-51.7263,enemies
-10.185625,-73.11556,beyond
-8.941827,-67.41518,wilderness
51.38199,23.695183,Go
-20.907137,-52.356136,cry
26.40348,-31.309273,bad
21.79988,-55.864475,daughters
-11.850284,-66.485435,river
50.643467,3.3443081,become
-32.031155,-53.188595,delivered
5.598244,-67.337814,past
-4.000452,-61.15602,wine
39.25356,-31.699463,read
-7.8488903,-61.318165,places
14.609557,-59.636528,gathered
47.039875,-5.465997,ve
-11.055334,-67.00265,mount
46.571453,-27.750858,continued
26.249245,-54.820236,lord
49.935677,-13.889646,Woodhouse
-15.0472,-63.038918,deep
-16.108131,-65.70354,stone
54.391506,15.028577,Ye
52.772892,3.2698326,save
49.496956,-16.233313,Colonel
-29.711472,-54.70011,rose
31.021511,-40.25532,gentleman
2.3858085,-69.69112,third
35.85387,-39.078075,seeing
52.928707,2.478324,destroy
53.40438,16.35635,Thy
26.491858,-51.46554,thoughts
30.717283,-53.102085,righteousness
26.744165,-52.072407,ways
42.660744,-30.957726,used
25.708426,-52.50524,sake
5.01703,-64.29876,company
24.864162,-56.219345,husband
35.628605,-45.735092,free
-31.761686,-53.03927,carried
27.792397,-51.55692,anger
52.60347,-0.51977754,fight
47.97488,-17.697174,Mary
54.894924,-1.4862294,sit
53.62179,-1.1192529,run
13.892374,-52.618244,longer
9.264818,-60.667854,appeared
-17.37884,-54.799404,low
50.047558,2.8501723,seem
-14.701859,-73.097435,forward
5.008122,-64.472664,party
-16.556973,-73.220406,fast
44.801125,-39.91087,hardly
19.86607,-49.500023,sense
33.048798,-51.001038,hosts
-13.680408,-60.90485,wild
49.476185,-16.213789,Jane
53.18952,3.4892566,shew
51.56598,17.019526,After
31.887722,-49.80206,covenant
-15.643447,-64.353165,green
43.15727,-37.110123,possible
22.839115,-30.15164,fair
9.271252,-62.728333,followed
33.184628,-51.470833,GOD
22.431292,-47.44604,use
17.904387,-58.697533,captain
-3.9549136,-61.10721,oil
37.36367,-33.286186,already
14.686403,-57.675503,gods
-14.7725935,-63.861046,darkness
9.11284,-64.07123,died
10.358943,-43.818993,Whale
14.512498,-62.550888,Babylon
27.289175,-31.59109,ill
50.99271,4.0357704,judge
36.299084,-31.61824,born
31.599117,-47.40652,care
-26.102144,-55.084236,close
20.684237,-46.791054,idea
14.496393,-47.32251,common
-7.341742,-66.02657,fish
41.580795,-8.666421,THE
-32.795544,-48.38018,comes
16.849092,-48.982906,vain
41.297733,-8.650446,CHAPTER
47.593025,-17.907997,Susan
-8.355686,-66.69734,battle
21.6432,-46.884468,means
1.4003954,-69.8324,morrow
57.078285,-17.760773,yourself
16.669645,60.155186,thyself
8.597208,-60.151325,spoke
49.828487,-12.841757,Elliot
20.607128,-48.800625,feelings
16.179144,-59.099087,number
52.452904,5.07253,sing
15.126519,-47.155025,perfect
51.147587,5.830689,please
54.04856,2.332695,deliver
53.4775,-3.4687,sleep
9.538064,-60.058876,became
-32.664284,-48.229687,cometh
-18.596046,-64.96503,blue
56.062737,15.459519,Their
-12.97481,-67.900696,window
-25.286152,-57.32174,standing
31.115808,-40.173874,girl
28.274536,-52.300224,iniquity
51.562805,7.1249747,wonder
43.313873,-30.941446,need
52.216057,0.73895,wait
20.417439,-44.182095,case
40.52618,25.21183,Pharaoh
24.768112,-54.523315,master
16.52059,-60.34784,princes
52.8649,18.774603,Wherefore
10.930791,-50.92965,silent
4.157324,-66.71982,early
52.274143,18.703169,Because
-17.257305,-65.640656,iron
-2.8804176,-66.07689,length
52.833405,3.3495307,receive
-13.440615,-66.98773,line
41.49243,-33.46635,concerning
29.586506,-39.4376,fellow
46.592323,-27.769613,added
2.1123521,-67.54328,beginning
-8.3038225,-58.26409,heads
5.8963723,-65.04459,visit
49.036514,7.459368,surely
52.687817,3.5290463,serve
42.692745,-30.829737,wanted
48.528297,-16.707014,Edward
24.963413,-30.046898,pretty
-1.6579086,-67.9165,instant
-8.146238,-63.03127,multitude
-16.926767,-55.120174,cold
18.853657,-46.395836,spirits
37.15803,-41.894062,change
-2.7166414,-61.885174,offerings
51.335503,36.821423,42
15.832035,-47.1569,general
42.81827,3.7364728,except
39.675076,-37.959927,pleased
17.377314,-42.60466,subject
16.8079,-60.59816,Levites
48.000423,16.772617,Be
9.242649,-71.70994,twelve
29.641161,-52.650925,wisdom
53.778282,-1.0476598,rise
51.28923,36.7526,44
16.230793,-60.61344,host
42.05469,-39.91269,wrong
-16.316736,-53.809937,filled
48.92239,7.6408167,lest
43.295994,-28.691975,doing
40.636253,25.512785,Abraham
53.48144,15.872733,Your
22.365728,-43.1198,secret
16.456099,-61.79847,Philistines
-22.990421,-61.87581,foot
8.927408,-63.537113,lived
53.77262,-1.2403361,lie
49.28825,0.033766694,play
-28.311731,-52.902424,held
15.249992,-46.880726,real
24.153112,-8.485259,doth
-6.6531587,-66.92826,town
39.031933,-2.5201197,Enter
15.557757,-57.043686,Jews
37.885426,24.525417,prophet
46.44294,-18.95619,Stubb
54.840267,-0.6655598,break
23.080479,-47.43166,comfort
20.123116,-43.62181,question
17.615602,-60.71165,tribe
40.670845,28.43884,bare
28.281164,-32.0097,sometimes
19.840282,-48.15437,account
23.289476,-30.138494,beautiful
-7.6662455,-61.183437,houses
9.263771,-71.85979,thirty
40.34948,25.15574,Joseph
43.993416,12.176328,won
-13.370683,-64.296776,mountains
25.264135,-53.45304,ears
45.422485,-19.018507,Queequeg
49.889187,-13.018384,Dashwood
23.675413,-9.351115,seems
52.260895,0.7410631,stay
47.93418,-17.587755,Louisa
16.577604,60.194843,wilt
48.535904,6.734719,yea
30.830078,-53.941322,righteous
-10.035174,-67.573784,ark
-16.893219,-65.81026,stones
52.890606,3.0668416,kill
52.6331,3.1378856,follow
-5.4275336,-53.458015,therein
18.253035,-57.449997,disciples
-29.722641,-50.200127,taking
9.8879175,-52.861115,late
50.657314,22.36534,Take
15.977171,-57.58551,prophets
20.041603,-49.216625,state
-6.4338617,-65.79196,order
39.444763,23.882778,Paul
41.65826,-31.763018,believed
-20.501108,-61.32503,throne
-25.281273,-57.291965,sitting
40.964417,-23.016293,smile
10.813864,-63.64631,smote
-29.670559,-52.85712,entered
-22.951591,-61.75581,bow
19.709585,-49.445198,nature
-28.382313,-54.65682,departed
-9.618777,-58.7031,beast
38.628105,-22.601725,talking
32.79285,-26.584244,speaking
-30.695484,-52.260498,lifted
24.36153,-50.590675,inheritance
-15.012554,-64.15154,sky
49.390633,-14.555835,Fairfax
10.084117,-70.82787,minutes
16.664608,-52.817,sacrifice
49.76684,-14.910726,Churchill
49.651073,5.324514,command
51.72529,18.14176,Though
1.4347422,-60.41694,dwelt
-28.420368,-52.926243,caught
11.391972,-56.69349,whales
-17.291058,-64.02427,bright
-22.885246,-62.65523,hat
29.213291,-51.406715,understanding
27.825724,-51.343132,wrath
-9.508217,-67.05948,temple
-22.313114,-62.69492,arms
-9.874183,-62.822254,plain
25.12402,-40.605373,stranger
44.460777,-22.134611,angel
8.979759,-62.83277,met
-7.7214894,-58.025326,horses
40.364616,-39.43919,perfectly
-13.083935,-66.70964,hill
24.73566,-53.833443,tongue
32.18506,-51.548313,Spirit
21.648613,-44.824387,story
29.86749,-52.68052,grace
51.23134,36.668373,43
-19.524857,-56.08706,built
41.032486,-31.633705,loved
-21.27604,-48.878204,watch
14.322867,-47.346897,human
34.812134,-42.42237,trouble
0.93262875,-59.24492,thence
38.91758,-1.7855476,Caesar
-28.52836,-51.901802,turning
50.08354,6.1672726,trust
-30.718985,-53.15847,spread
6.875998,-58.124012,afterwards
10.390812,-48.274323,rich
33.35814,-52.01221,Man
25.300793,-53.652355,lips
43.2158,-28.693962,thinking
49.98266,-12.922841,Jennings
20.519377,-48.56786,happiness
30.137836,-50.080967,desire
40.374146,28.200274,begat
56.98854,-17.588484,yourselves
33.959534,-35.02914,blessed
13.739676,-53.012287,greater
24.820423,-46.846024,song
47.812813,-17.29713,Lucy
9.111622,-71.71216,fifty
-12.313816,-72.52979,across
20.374361,-44.16916,fact
46.69803,-6.4895616,o
53.91485,-0.5858968,enter
52.055458,3.458053,show
-28.306076,-52.751404,struck
44.869022,-38.91049,everything
-29.596703,-54.538837,drew
-31.626839,-51.661797,shut
25.497492,-53.656105,ear
8.267866,-60.311802,talked
16.337973,-53.383717,offered
51.182243,36.595078,48
42.419422,-35.394154,obliged
18.767693,-53.882275,service
-20.617882,-61.25619,seat
17.328999,-46.714523,particular
15.789534,-60.643658,inhabitants
9.42218,-71.49526,forty
-15.319401,-63.47566,grass
46.54453,15.519576,Shall
14.128729,-44.87071,form
-15.055294,-63.91561,cloud
-11.7029,-66.55125,east
-14.189374,-63.504868,stars
